True Labels,Predicted Labels
4.621428,6.287696002186674
1.49441479,5.0298244068181654
3.615421354,5.2193444172338515
3.480588217,5.351839608930806
6.405453877,5.385993753635384
2.7929135,6.4183654486526
6.0315245,6.381955038805358
6.3573866,6.132702977087661
1.3145886,6.9309793567318945
5.076267605,6.986500692411408
11.141955,5.482631724409981
13.70151333,4.580092614420562
9.48948073,5.425173180927096
4.468682,6.40437350661685
10.73772225,4.282686213761691
1.327267316,4.386711209530692
1.96394928,4.257966502345673
9.431369,5.307034917819676
4.467749594,6.790539588333364
6.320994645,5.138761401947975
0.845593583,6.680433497386841
7.265740615,6.698552171954781
0.980474971,3.608940403111626
0.29087147,4.355059058303466
4.354637587,7.338711009030787
2.121088462,6.957401765988082
0.029051919,4.888206223463381
8.238193667,5.975652130088823
5.540742629,4.191823979583265
5.490111413,4.937544110523514
4.628125,6.9404227537111
4.7022672,4.880272785002168
4.4757277,6.906766695125304
3.01216336,4.6898881893831845
10.41914489,5.0827952047278275
7.8620222,5.260652368029892
3.84949122,5.185991293047856
1.917608,5.4701057927899654
13.9596594,6.623797605432233
3.116501401,6.876383447641242
3.637168111,6.635278279429265
0.726782419,5.174936386363476
0.660647838,3.609348494364187
5.111892275,5.651264430281309
9.807926,4.808298433381594
8.76919,4.780934582734415
11.78558923,7.8126925671050325
15.16267,6.069379924229242
3.9609925,6.8434047847941475
9.074022667,7.317103489884497
9.938242,4.350182108691339
8.04582325,6.4532933268180335
3.017045012,4.234047947962159
3.963378961,5.179735067150738
7.60312358,6.738329478677261
7.659882375,3.590996548051319
1.669695,4.122836720661732
7.418216813,5.9086224624942085
1.591174733,4.117186288330538
4.192597724,5.856489675717526
10.19086933,4.46213883407293
4.0563825,6.732144823182972
0.3147565,5.1552160465221855
10.97349343,6.976103844152266
3.5687275,4.878202571574585
6.597096,6.520784325945514
1.047052589,5.361422728931557
0.030273363,5.149469687374242
6.451647,3.9846423883985156
0.9150284,5.389703163149712
13.40034,9.591293850189334
5.88176725,4.130994407554968
14.44059,5.738559060703227
13.12607,5.567013578692887
5.225852,6.662264285004001
0.169321,5.432520294663507
8.557659,4.386206379806355
17.87575,6.8248827279058135
6.751771,4.472370705174332
8.228759,4.846778754679416
4.445969508,3.9364025684973596
10.66616102,5.936315332276589
7.773561,5.826755369355589
1.576520987,6.453260348129761
3.669184444,5.125221753164489
7.748295333,6.536061028236356
7.0913842,8.812973063564991
5.32988,6.915539994956239
7.655047367,9.210609416343235
11.93435273,6.1250829752011855
2.19129353,6.513693539719936
1.550338385,4.610837092739333
7.947337222,5.06612669108261
1.231803,6.277437788329801
9.301737674,6.364371947508624
6.4280335,4.988591393262327
0.033130045,7.50530004564798
4.54205405,7.290907149915128
4.260602,4.560999915975444
5.996396438,5.548507131110504
3.600981714,4.7131251386848
11.26158539,6.3212734442017045
3.5210445,5.8748378251171
8.200719857,6.4001654200796425
11.04402404,5.164249068157767
18.47822,3.454942361705821
11.88350386,7.180342478886374
3.651145,7.4151712576060165
7.267535667,4.421073874516826
2.754480141,4.937676004955482
10.11849267,5.4767635306871565
12.77823,5.482485867423133
2.9714,6.049016976232144
0.158386462,6.3953604877899375
7.376172412,4.980804177034691
2.2212998,4.77818257107763
4.666674041,5.304959082099258
0.539507878,4.752945105900444
2.305044833,6.665785094642835
0.4919152,6.562394223269405
10.72359067,7.343928054992822
1.612046,4.930119427322301
2.86237925,5.75185024097604
0.829547989,4.021144485872803
6.92675788,6.114872870326681
4.7190183,5.427585054029084
1.295574775,4.90782472452171
10.52237,8.075405100361754
4.7516805,7.089186340304734
6.646942167,6.979541987776636
5.082837976,3.8516487588233357
2.800195413,3.5418378122269316
1.855412511,6.005388948704191
4.778156967,5.115809967091459
5.614640619,6.161942805796995
3.62471847,3.6690553883990384
11.04962626,5.819843622967869
2.026379113,5.608585915827794
10.63382364,6.682140118967754
5.4425065,5.787587663964886
10.48298133,7.906841584942754
0.387343144,5.236476026205484
7.508225,5.560266060843906
1.47539728,3.7086067518314167
5.827304235,6.054691990670481
2.5759194,6.285900994665437
1.605881472,3.843777100260853
1.074525326,5.281003135585369
6.798697,5.9929918183958595
9.5061725,7.075106490758652
3.718243644,6.631792057286608
0.835094344,6.541954368307835
0.399157964,6.333477074007788
6.67488471,5.27830574843437
0.866577,3.8297132036800177
2.863982322,4.97868999408995
11.22759338,6.515452630952975
1.640394837,3.844684844552835
10.62711,7.807540657212231
2.140542719,4.5070326434767605
1.63316945,6.473766118830196
0.154028465,3.910629930030705
8.421401885,5.122775297216771
10.49298519,6.217666274297168
2.9762665,8.2291615391002
2.5027785,6.300237531114004
9.032641,6.925420813299384
0.996789688,5.177383123474411
4.148471041,6.6081719320830015
0.903556498,3.5487839044695764
9.314584143,5.624959126903686
